soil_type,land_area,location,budget,water_availability,crop
loamy,8.7,Warangal,60779,medium,maize
red,1.4,Vijayawada,19794,medium,chilli
clay,10.7,Hyderabad,70022,high,rice
clay,2.9,Lucknow,37217,low,tomato
clay,6.2,Bengaluru,85918,medium,rice
loamy,10.5,Pune,108601,medium,wheat
loamy,4.4,Jaipur,30236,medium,wheat
loamy,4.7,Pune,50430,medium,onion
loamy,14.8,Pune,100471,medium,soybean
loamy,18.8,Pune,119079,medium,onion
red,15.6,Delhi,62128,low,millet
loamy,18.8,Pune,122989,medium,onion
red,3.4,Jaipur,18479,low,millet
loamy,18.3,Pune,116043,medium,onion
sandy,2.8,Jaipur,14968,medium,millet
red,12.9,Vijayawada,151866,medium,chilli
loamy,7.5,Nashik,75397,medium,onion
loamy,2.8,Pune,18235,medium,onion
red,1.3,Warangal,17258,medium,chilli
red,14.3,Delhi,84112,medium,millet
clay,9.0,Bengaluru,140887,high,rice
loamy,16.2,Bengaluru,145932,high,tomato
loamy,5.6,Bengaluru,63536,medium,tomato
loamy,3.7,Lucknow,26224,medium,potato
loamy,12.2,Vijayawada,174969,high,tomato
sandy,4.7,Vijayawada,24762,medium,onion
loamy,15.7,Bengaluru,165327,high,tomato
loamy,4.5,Hyderabad,58348,medium,potato
loamy,1.6,Pune,11771,low,maize
loamy,18.9,Delhi,176495,medium,wheat
loamy,19.2,Bengaluru,249792,high,tomato
clay,8.0,Hyderabad,65001,medium,rice
loamy,7.4,Bengaluru,58405,high,rice
black,18.5,Pune,131557,medium,soybean
loamy,12.5,Hyderabad,38110,medium,maize
loamy,19.1,Nashik,158533,high,tomato
black,11.3,Nashik,62943,medium,soybean
clay,8.7,Bengaluru,68458,high,maize
black,19.5,Pune,78842,medium,soybean
red,15.8,Lucknow,88350,low,wheat
sandy,1.9,Delhi,5000,low,millet
black,12.5,Nashik,113207,medium,soybean
loamy,13.3,Delhi,98539,medium,wheat
loamy,13.9,Bengaluru,165907,medium,tomato
loamy,9.5,Pune,95488,medium,potato
loamy,7.5,Hyderabad,51540,low,soybean
black,9.8,Hyderabad,162005,medium,cotton
sandy,6.5,Pune,57174,medium,onion
black,14.3,Nashik,151099,medium,cotton
black,7.5,Delhi,78858,medium,wheat
red,11.9,Jaipur,33548,medium,millet
sandy,2.4,Vijayawada,13728,medium,onion
black,10.1,Pune,95190,medium,soybean
sandy,4.9,Pune,55187,medium,onion
black,4.0,Warangal,60266,medium,cotton
black,2.6,Bengaluru,10387,high,maize
loamy,9.6,Warangal,36420,medium,maize
sandy,5.9,Jaipur,14627,low,millet
red,10.1,Pune,34012,medium,millet
loamy,8.8,Vijayawada,78321,medium,onion
loamy,2.9,Hyderabad,17150,medium,soybean
sandy,8.5,Warangal,34617,medium,groundnut
loamy,4.5,Warangal,41754,high,maize
red,13.8,Jaipur,91071,low,groundnut
black,9.4,Jaipur,44101,high,millet
sandy,8.0,Warangal,54289,low,groundnut
loamy,3.5,Lucknow,24037,medium,wheat
loamy,17.5,Pune,75117,medium,soybean
black,14.3,Pune,114520,high,maize
black,3.6,Hyderabad,38698,medium,soybean
black,3.8,Hyderabad,37639,high,maize
red,14.7,Warangal,190941,medium,cotton
loamy,13.5,Warangal,172967,medium,potato
loamy,13.9,Lucknow,136709,medium,potato
loamy,11.8,Pune,100821,high,maize
red,8.5,Warangal,66155,medium,groundnut
loamy,19.8,Nashik,139724,high,tomato
loamy,5.8,Hyderabad,28008,high,maize
loamy,16.0,Pune,159904,medium,onion
red,13.1,Delhi,95218,high,maize
red,3.5,Nashik,54697,medium,cotton
black,6.0,Hyderabad,32667,medium,onion
sandy,2.5,Delhi,5000,low,millet
sandy,18.0,Delhi,98589,medium,millet
loamy,15.4,Bengaluru,226056,medium,chilli
loamy,2.2,Vijayawada,14971,high,rice
loamy,10.9,Vijayawada,98649,medium,tomato
loamy,10.6,Vijayawada,148442,medium,chilli
black,6.4,Hyderabad,97708,medium,cotton
loamy,1.7,Delhi,13908,medium,wheat
loamy,13.3,Pune,171689,medium,potato
black,18.6,Warangal,174810,medium,cotton
red,9.9,Warangal,80352,medium,tomato
loamy,17.5,Nashik,217420,medium,tomato
clay,7.8,Bengaluru,34764,high,millet
sandy,11.4,Pune,122705,medium,onion
black,8.6,Pune,100620,medium,cotton
black,11.2,Warangal,49683,high,maize
black,16.5,Jaipur,82354,high,groundnut
red,15.3,Pune,215053,medium,cotton
loamy,16.4,Bengaluru,129766,high,tomato
loamy,5.5,Vijayawada,63743,medium,rice
loamy,14.7,Vijayawada,164422,medium,onion
loamy,18.5,Vijayawada,226206,high,rice
loamy,10.1,Lucknow,67480,medium,wheat
loamy,2.6,Hyderabad,13293,low,onion
loamy,6.5,Jaipur,48981,medium,wheat
sandy,19.7,Jaipur,336212,medium,cotton
loamy,14.5,Pune,93087,medium,wheat
loamy,12.5,Bengaluru,154135,high,tomato
loamy,12.7,Vijayawada,145879,medium,chilli
red,7.9,Pune,35466,low,millet
loamy,5.6,Lucknow,39173,medium,potato
loamy,13.8,Nashik,131698,medium,soybean
loamy,18.2,Bengaluru,267365,high,tomato
sandy,18.3,Jaipur,84205,low,millet
loamy,14.6,Bengaluru,168919,medium,tomato
red,5.2,Bengaluru,69187,medium,chilli
sandy,3.0,Warangal,10754,medium,groundnut
black,18.6,Nashik,146954,medium,soybean
red,18.9,Warangal,130428,medium,chilli
loamy,3.7,Delhi,29292,medium,potato
loamy,6.5,Vijayawada,87932,medium,tomato
loamy,2.6,Lucknow,28928,low,rice
loamy,15.5,Warangal,243706,medium,chilli
sandy,14.9,Jaipur,73835,medium,groundnut
loamy,8.2,Vijayawada,106091,medium,chilli
sandy,2.0,Hyderabad,34936,low,cotton
black,16.4,Hyderabad,94247,medium,soybean
red,19.0,Vijayawada,122584,low,groundnut
red,15.4,Delhi,115444,low,millet
black,9.4,Nashik,90508,medium,soybean
loamy,10.7,Nashik,130094,high,tomato
loamy,6.8,Delhi,76980,medium,wheat
clay,2.4,Hyderabad,23995,medium,potato
loamy,10.4,Jaipur,61828,medium,wheat
red,3.4,Warangal,52053,medium,cotton
red,7.8,Warangal,44265,low,groundnut
loamy,17.5,Vijayawada,202975,medium,rice
sandy,19.2,Vijayawada,229570,medium,onion
black,14.8,Lucknow,172955,high,tomato
loamy,4.5,Delhi,41638,medium,tomato
loamy,8.5,Bengaluru,103739,medium,tomato
sandy,16.4,Delhi,95221,medium,millet
black,9.8,Nashik,88978,medium,soybean
loamy,4.6,Bengaluru,33703,high,tomato
loamy,3.4,Nashik,19909,medium,onion
loamy,19.1,Delhi,161780,medium,potato
black,11.1,Hyderabad,102699,high,maize
loamy,15.7,Delhi,95788,medium,wheat
loamy,4.4,Vijayawada,60677,medium,rice
loamy,13.2,Pune,153061,medium,potato
loamy,13.0,Warangal,117241,medium,maize
loamy,15.3,Pune,131693,medium,wheat
clay,4.6,Hyderabad,37370,high,rice
black,15.9,Nashik,66636,medium,soybean
loamy,3.6,Delhi,32542,medium,potato
black,1.5,Hyderabad,13742,medium,soybean
sandy,8.0,Delhi,51828,medium,millet
loamy,10.4,Nashik,124656,high,tomato
red,14.8,Nashik,160855,medium,cotton
red,15.2,Warangal,96811,medium,groundnut
red,18.9,Nashik,100442,low,groundnut
red,10.8,Warangal,147474,medium,chilli
red,18.6,Nashik,276675,medium,cotton
black,16.8,Hyderabad,145750,medium,soybean
red,15.5,Nashik,49714,medium,groundnut
sandy,11.1,Nashik,35617,medium,groundnut
loamy,18.4,Bengaluru,176327,medium,tomato
black,18.2,Nashik,140154,medium,soybean
loamy,9.0,Pune,63901,medium,soybean
red,14.1,Delhi,31750,low,millet
red,6.9,Bengaluru,62389,medium,chilli
sandy,14.0,Delhi,82740,low,millet
loamy,16.2,Bengaluru,199797,medium,chilli
loamy,8.6,Delhi,66175,medium,wheat
clay,18.2,Lucknow,133537,low,maize
loamy,11.5,Vijayawada,125678,medium,chilli
red,9.2,Warangal,104896,medium,chilli
loamy,13.6,Vijayawada,98314,high,rice
red,14.3,Nashik,63509,medium,groundnut
loamy,9.4,Bengaluru,121936,medium,tomato
loamy,19.3,Vijayawada,224181,medium,tomato
black,10.8,Pune,96513,medium,maize
sandy,18.7,Nashik,96959,medium,onion
loamy,5.5,Nashik,39954,high,tomato
black,7.4,Hyderabad,61230,medium,soybean
sandy,13.9,Pune,65947,low,millet
loamy,19.2,Bengaluru,257994,medium,wheat
sandy,8.0,Nashik,31982,medium,groundnut
red,14.7,Pune,224142,medium,cotton
loamy,9.9,Lucknow,97651,medium,wheat
black,6.4,Nashik,56765,medium,soybean
sandy,17.8,Nashik,88295,low,groundnut
sandy,12.1,Pune,36631,low,millet
loamy,12.1,Lucknow,137305,medium,potato
red,5.1,Delhi,68413,low,chilli
black,10.6,Warangal,94058,medium,maize
loamy,8.5,Warangal,134143,low,cotton
loamy,3.2,Pune,34250,medium,wheat
clay,7.6,Hyderabad,89635,medium,rice
black,7.0,Pune,37590,medium,soybean
loamy,16.3,Vijayawada,235857,low,rice
black,2.1,Nashik,34359,medium,cotton
loamy,15.8,Nashik,83888,medium,soybean
sandy,13.9,Warangal,104083,medium,groundnut
sandy,1.8,Warangal,11790,low,groundnut
loamy,15.3,Vijayawada,136772,medium,cotton
loamy,4.0,Delhi,25271,medium,wheat
loamy,11.5,Hyderabad,95196,medium,rice
black,8.8,Warangal,153869,medium,cotton
loamy,12.4,Warangal,170743,high,tomato
loamy,1.8,Delhi,22174,medium,potato
red,3.2,Jaipur,19516,low,millet
red,9.7,Nashik,90846,medium,cotton
loamy,6.8,Vijayawada,57602,medium,onion
black,7.5,Jaipur,29467,high,groundnut
red,5.5,Jaipur,69338,low,tomato
loamy,7.7,Lucknow,89158,medium,potato
loamy,7.9,Pune,65623,medium,wheat
black,3.7,Nashik,31856,medium,cotton
red,8.4,Warangal,100442,medium,chilli
loamy,19.1,Vijayawada,188375,medium,tomato
loamy,13.7,Delhi,122045,medium,wheat
sandy,4.9,Pune,26275,low,millet
loamy,19.6,Bengaluru,217658,high,tomato
loamy,15.8,Nashik,188756,medium,tomato
red,13.2,Hyderabad,223753,medium,cotton
loamy,3.8,Vijayawada,35621,high,tomato
black,5.2,Pune,39062,medium,soybean
loamy,2.6,Pune,17946,medium,wheat
loamy,1.4,Delhi,10676,medium,potato
sandy,11.0,Pune,103250,medium,onion
sandy,2.1,Vijayawada,22853,medium,onion
loamy,11.4,Jaipur,54881,low,maize
loamy,11.2,Vijayawada,92332,high,tomato
sandy,16.2,Warangal,185577,medium,wheat
sandy,12.3,Delhi,29684,low,millet
black,6.8,Delhi,18204,low,millet
loamy,14.1,Vijayawada,137742,medium,tomato
black,3.2,Hyderabad,19495,medium,soybean
black,4.6,Warangal,63778,medium,cotton
loamy,3.3,Warangal,34811,medium,chilli
red,14.1,Warangal,252691,medium,cotton
loamy,15.8,Bengaluru,156069,medium,rice
sandy,17.2,Vijayawada,113877,medium,onion
black,16.4,Nashik,204717,medium,cotton
loamy,17.0,Lucknow,99875,medium,wheat
black,8.7,Warangal,59504,low,groundnut
clay,5.9,Bengaluru,81661,high,rice
red,5.1,Pune,47070,medium,cotton
loamy,15.0,Bengaluru,168630,medium,rice
loamy,11.2,Nashik,120733,medium,soybean
loamy,15.8,Warangal,110922,medium,maize
black,17.7,Hyderabad,259503,medium,cotton
black,14.2,Delhi,197879,low,cotton
loamy,13.4,Delhi,98658,medium,wheat
red,16.0,Bengaluru,257334,medium,chilli
sandy,9.2,Bengaluru,95886,medium,cotton
sandy,6.5,Warangal,47138,high,groundnut
black,5.6,Warangal,28173,medium,maize
red,18.8,Delhi,80847,medium,millet
loamy,12.6,Lucknow,107253,medium,wheat
loamy,12.8,Nashik,80138,medium,soybean
black,6.7,Nashik,53307,low,wheat
red,2.4,Lucknow,7616,low,millet
loamy,4.4,Pune,40427,medium,wheat
black,8.3,Hyderabad,50991,medium,soybean
loamy,5.4,Nashik,78132,medium,tomato
loamy,4.6,Nashik,64864,medium,tomato
loamy,17.3,Warangal,201991,medium,chilli
red,8.8,Nashik,69345,low,groundnut
red,10.0,Bengaluru,111212,high,cotton
red,10.6,Delhi,88344,medium,wheat
loamy,18.9,Bengaluru,107412,medium,millet
black,16.6,Bengaluru,95662,medium,maize
clay,16.3,Bengaluru,256438,high,rice
red,18.2,Jaipur,104304,low,millet
loamy,8.7,Vijayawada,81275,high,tomato
loamy,16.2,Hyderabad,105189,high,rice
red,12.6,Delhi,48716,low,millet
loamy,12.0,Bengaluru,176647,high,tomato
loamy,12.1,Pune,86282,medium,potato
red,15.4,Warangal,93305,medium,wheat
sandy,7.8,Pune,79095,medium,onion
loamy,9.0,Nashik,127033,high,tomato
clay,17.8,Bengaluru,175048,medium,rice
red,11.9,Vijayawada,200572,medium,chilli
red,8.8,Jaipur,36926,medium,millet
black,16.7,Nashik,117521,medium,soybean
red,12.2,Warangal,92846,medium,groundnut
sandy,19.6,Hyderabad,55903,medium,millet
red,15.4,Jaipur,209557,medium,chilli
sandy,11.9,Jaipur,76041,medium,groundnut
sandy,7.7,Delhi,73667,high,tomato
loamy,12.0,Hyderabad,94224,high,rice
black,3.8,Nashik,36591,medium,soybean
loamy,8.9,Lucknow,78624,medium,potato
black,5.0,Pune,49925,low,rice
loamy,13.8,Pune,78491,medium,soybean
black,17.0,Bengaluru,77890,high,maize
loamy,7.8,Vijayawada,77619,high,rice
loamy,18.9,Delhi,147064,high,potato
loamy,19.4,Delhi,183772,medium,potato
red,3.6,Delhi,19053,low,millet
black,19.3,Jaipur,35569,high,millet
red,17.6,Hyderabad,205712,medium,cotton
black,12.3,Jaipur,130982,medium,rice
sandy,13.4,Delhi,68176,low,millet
black,16.1,Warangal,220621,medium,cotton
sandy,7.5,Pune,29278,low,millet
clay,19.1,Delhi,186989,high,onion
loamy,18.4,Delhi,154891,medium,cotton
loamy,15.0,Vijayawada,151776,medium,chilli
loamy,12.4,Lucknow,130490,medium,wheat
loamy,14.0,Pune,77960,medium,soybean
red,14.9,Delhi,71433,medium,millet
loamy,6.3,Pune,78001,medium,potato
loamy,3.8,Pune,41895,medium,potato
loamy,12.4,Nashik,94840,medium,soybean
sandy,14.1,Pune,43360,medium,millet
loamy,6.3,Vijayawada,61824,medium,rice
loamy,7.7,Lucknow,52969,medium,potato
red,6.8,Delhi,57272,medium,cotton
black,7.5,Hyderabad,132079,medium,cotton
red,6.0,Jaipur,25390,low,groundnut
loamy,11.2,Pune,72748,medium,wheat
red,2.8,Vijayawada,40635,medium,chilli
clay,7.8,Lucknow,58209,low,wheat
red,19.1,Pune,48028,medium,millet
sandy,12.4,Vijayawada,81329,medium,onion
red,13.9,Lucknow,55452,low,millet
red,8.2,Nashik,69342,medium,wheat
sandy,12.2,Pune,24192,low,millet
sandy,2.2,Nashik,10682,low,groundnut
loamy,16.5,Vijayawada,125578,medium,groundnut
sandy,17.0,Nashik,114974,high,groundnut
sandy,10.0,Warangal,127502,low,rice
black,2.6,Hyderabad,23803,medium,cotton
loamy,4.6,Warangal,56137,medium,chilli
red,2.9,Nashik,10370,medium,groundnut
clay,15.6,Bengaluru,205860,medium,rice
red,17.8,Pune,71228,low,millet
loamy,6.1,Jaipur,74712,medium,wheat
black,3.0,Warangal,12450,medium,maize
black,15.3,Warangal,110560,high,tomato
loamy,3.7,Nashik,24488,medium,onion
loamy,13.1,Warangal,151215,high,onion
black,13.0,Pune,54594,high,maize
loamy,3.6,Lucknow,37891,medium,potato
red,9.7,Warangal,94466,medium,chilli
black,12.7,Hyderabad,146098,medium,cotton
loamy,2.7,Warangal,13361,high,maize
sandy,14.4,Pune,50466,medium,millet
red,6.5,Hyderabad,60334,medium,maize
loamy,17.1,Hyderabad,196400,medium,rice
loamy,2.6,Lucknow,16393,medium,potato
red,14.1,Nashik,151011,high,onion
red,10.8,Nashik,141480,medium,cotton
loamy,18.3,Delhi,211877,medium,potato
black,2.0,Pune,15103,medium,soybean
loamy,17.5,Warangal,162407,medium,chilli
sandy,9.5,Vijayawada,82002,medium,onion
loamy,15.4,Delhi,118844,medium,wheat
red,4.2,Nashik,32688,high,groundnut
black,19.2,Nashik,121440,medium,soybean
black,10.0,Nashik,98978,medium,cotton
red,10.4,Warangal,172827,medium,chilli
sandy,3.8,Pune,37926,medium,onion
loamy,1.0,Pune,8698,medium,maize
loamy,18.1,Lucknow,140238,medium,wheat
sandy,10.5,Pune,108857,medium,onion
clay,6.1,Lucknow,39246,medium,soybean
red,13.1,Jaipur,46112,medium,groundnut
clay,6.2,Nashik,51340,medium,wheat
sandy,14.0,Warangal,144813,high,potato
black,10.4,Warangal,95436,medium,maize
red,7.8,Warangal,39669,medium,groundnut
loamy,5.5,Vijayawada,82162,medium,chilli
sandy,16.5,Bengaluru,174900,high,rice
black,7.2,Hyderabad,51302,low,rice
loamy,6.3,Delhi,49738,medium,potato
loamy,8.8,Vijayawada,63307,medium,onion
clay,2.6,Bengaluru,39255,medium,rice
sandy,6.7,Hyderabad,71513,medium,chilli
clay,16.1,Vijayawada,254392,high,rice
sandy,8.9,Pune,82563,medium,onion
loamy,17.3,Hyderabad,263600,medium,rice
loamy,15.2,Nashik,115976,high,tomato
clay,3.9,Warangal,32773,high,tomato
clay,15.0,Jaipur,111012,medium,onion
clay,1.4,Bengaluru,10711,medium,maize
loamy,8.9,Lucknow,71913,medium,potato
clay,6.5,Jaipur,106640,medium,cotton
loamy,18.0,Bengaluru,145389,high,tomato
red,8.0,Warangal,63910,high,soybean
black,15.8,Warangal,145360,high,maize
sandy,15.4,Delhi,85448,medium,millet
red,7.7,Nashik,106004,medium,cotton
sandy,14.8,Jaipur,64676,medium,millet
sandy,13.5,Jaipur,78710,medium,groundnut
loamy,15.6,Jaipur,74502,medium,wheat
loamy,12.3,Hyderabad,129543,medium,rice
loamy,9.8,Lucknow,71208,medium,potato
red,11.2,Warangal,186379,medium,cotton
black,5.2,Hyderabad,34474,high,maize
red,17.6,Jaipur,98186,medium,groundnut
red,19.4,Jaipur,57179,low,millet
red,10.3,Pune,60951,medium,millet
sandy,18.3,Nashik,128769,medium,onion
sandy,15.1,Warangal,61888,low,groundnut
red,2.9,Warangal,34625,medium,chilli
black,10.4,Warangal,107488,high,tomato
black,7.1,Pune,61369,medium,soybean
red,14.6,Bengaluru,83447,high,millet
loamy,1.4,Nashik,19090,medium,tomato
loamy,18.9,Lucknow,221984,medium,potato
loamy,4.4,Delhi,51340,medium,potato
loamy,16.2,Vijayawada,114141,medium,onion
loamy,12.1,Lucknow,121609,high,soybean
loamy,5.6,Lucknow,65047,medium,potato
red,3.5,Vijayawada,30650,medium,chilli
loamy,12.6,Nashik,110849,medium,onion
loamy,6.9,Lucknow,49419,medium,wheat
loamy,14.8,Nashik,120534,medium,soybean
loamy,15.6,Vijayawada,113767,high,tomato
loamy,17.0,Bengaluru,201555,medium,chilli
black,4.4,Lucknow,33122,low,onion
red,10.6,Bengaluru,94289,medium,chilli
loamy,2.4,Nashik,13854,medium,onion
red,10.3,Vijayawada,112478,medium,chilli
loamy,15.4,Bengaluru,184990,medium,chilli
red,4.4,Delhi,19535,medium,millet
clay,16.1,Warangal,151880,medium,chilli
sandy,10.7,Nashik,98831,medium,onion
loamy,2.9,Hyderabad,42865,high,rice
loamy,6.3,Pune,53673,medium,soybean
clay,2.4,Vijayawada,19615,medium,potato
loamy,3.1,Vijayawada,31426,medium,chilli
loamy,10.2,Lucknow,87348,medium,potato
black,9.0,Hyderabad,130593,medium,tomato
loamy,12.5,Vijayawada,161802,medium,chilli
clay,2.8,Bengaluru,32068,high,rice
black,16.5,Hyderabad,77134,medium,maize
black,8.6,Nashik,142557,medium,cotton
loamy,1.7,Hyderabad,15327,medium,soybean
loamy,11.7,Vijayawada,180877,medium,chilli
loamy,14.4,Lucknow,131875,medium,potato
black,8.1,Hyderabad,44169,medium,soybean
loamy,1.2,Hyderabad,9076,medium,soybean
red,18.1,Jaipur,125277,low,groundnut
black,4.3,Bengaluru,39627,medium,maize
loamy,3.7,Bengaluru,39301,high,tomato
loamy,14.0,Hyderabad,145927,medium,soybean
black,16.3,Nashik,129422,medium,soybean
loamy,14.4,Pune,113083,medium,wheat
loamy,3.9,Lucknow,16365,medium,wheat
loamy,14.4,Pune,195073,medium,onion
black,18.6,Hyderabad,148312,medium,soybean
sandy,9.6,Hyderabad,91461,low,wheat
clay,1.1,Vijayawada,10810,low,rice
clay,9.5,Bengaluru,87439,high,wheat
sandy,17.3,Pune,206676,medium,onion
loamy,16.2,Vijayawada,266434,medium,rice
loamy,1.8,Pune,21945,medium,potato
red,19.9,Nashik,350741,medium,cotton
sandy,12.1,Pune,25697,medium,millet
loamy,1.4,Pune,10852,medium,potato
loamy,17.1,Hyderabad,85188,medium,millet
clay,2.0,Delhi,5538,medium,millet
loamy,7.7,Nashik,53130,medium,soybean
red,5.0,Jaipur,22694,low,millet
loamy,5.9,Vijayawada,30304,medium,onion
red,12.2,Warangal,166978,medium,chilli
loamy,8.8,Pune,73953,medium,soybean
sandy,9.9,Pune,106468,medium,onion
red,12.2,Vijayawada,133228,medium,chilli
loamy,3.5,Delhi,27760,medium,potato
black,6.5,Nashik,49639,medium,soybean
loamy,18.7,Pune,101230,medium,maize
sandy,11.8,Nashik,43147,medium,groundnut
sandy,4.6,Nashik,24163,medium,groundnut
loamy,10.6,Lucknow,106046,medium,potato
black,17.8,Hyderabad,204201,medium,cotton
sandy,12.0,Nashik,76771,medium,onion
sandy,11.1,Pune,94643,medium,onion
clay,16.2,Vijayawada,125229,medium,rice
loamy,4.4,Pune,49288,medium,potato
black,1.6,Warangal,19862,medium,cotton
loamy,13.6,Pune,129425,medium,wheat
red,10.4,Jaipur,88337,high,onion
loamy,16.5,Lucknow,170887,medium,wheat
red,1.2,Pune,11925,medium,potato
black,14.3,Warangal,118032,medium,cotton
black,13.9,Warangal,54871,high,maize
loamy,6.2,Vijayawada,73780,medium,chilli
loamy,17.9,Vijayawada,141288,medium,tomato
loamy,7.8,Vijayawada,56429,high,tomato
loamy,17.5,Bengaluru,153034,high,tomato
loamy,4.8,Vijayawada,64086,high,tomato
red,11.6,Vijayawada,126576,medium,soybean
loamy,9.5,Nashik,79340,high,tomato
black,13.6,Nashik,74726,medium,soybean
sandy,14.7,Jaipur,38613,medium,millet
loamy,2.4,Pune,21710,medium,soybean
loamy,3.8,Pune,21133,high,maize
black,12.1,Hyderabad,125433,medium,soybean
loamy,2.5,Vijayawada,21734,medium,onion
black,1.4,Pune,22238,low,cotton
loamy,18.4,Pune,137646,medium,potato
red,3.5,Nashik,19950,low,groundnut
black,19.1,Pune,133096,medium,soybean
loamy,17.8,Pune,214372,medium,potato
red,10.9,Nashik,68406,low,groundnut
black,8.7,Bengaluru,41088,high,maize
sandy,16.3,Nashik,109933,low,groundnut
sandy,12.0,Pune,45856,high,groundnut
sandy,12.4,Hyderabad,179053,high,tomato
loamy,17.7,Bengaluru,220223,medium,tomato
loamy,18.5,Bengaluru,192955,medium,tomato
black,18.3,Warangal,289008,medium,cotton
red,4.5,Warangal,42703,medium,chilli
loamy,11.9,Bengaluru,115158,high,maize
sandy,5.1,Pune,36258,high,rice
red,11.2,Delhi,34406,medium,millet
clay,14.2,Delhi,240979,high,cotton
loamy,4.2,Lucknow,26293,medium,potato
black,14.7,Bengaluru,90055,medium,maize
loamy,9.6,Warangal,65598,medium,maize
clay,5.7,Vijayawada,62239,medium,wheat
sandy,12.8,Jaipur,46451,medium,millet
black,19.0,Nashik,135610,medium,soybean
red,7.1,Hyderabad,111471,medium,cotton
black,14.2,Pune,209151,medium,cotton
sandy,10.1,Jaipur,36499,low,millet
sandy,2.9,Jaipur,13070,low,groundnut
black,8.1,Warangal,66029,high,maize
loamy,2.4,Delhi,15809,medium,potato
loamy,2.7,Hyderabad,17202,medium,rice
red,14.3,Pune,53599,low,millet
red,12.3,Warangal,61529,medium,groundnut
black,16.2,Pune,98852,medium,maize
red,18.2,Warangal,173489,low,rice
sandy,12.7,Pune,26822,medium,millet
loamy,9.2,Delhi,120284,medium,potato
black,15.9,Hyderabad,178471,medium,cotton
loamy,3.5,Lucknow,37344,medium,wheat
loamy,7.0,Hyderabad,68530,medium,rice
sandy,2.5,Vijayawada,27094,medium,onion
red,1.7,Warangal,30203,medium,cotton
clay,12.4,Bengaluru,82804,medium,rice
red,4.9,Lucknow,35704,high,potato
red,3.2,Warangal,14697,low,groundnut
sandy,1.9,Vijayawada,21915,medium,onion
red,4.0,Delhi,22596,medium,millet
loamy,4.0,Delhi,32183,medium,potato
loamy,9.7,Vijayawada,77821,medium,rice
sandy,14.5,Pune,50216,medium,millet
loamy,17.8,Delhi,247637,low,rice
loamy,6.4,Hyderabad,42707,medium,soybean
sandy,11.7,Pune,117928,medium,onion
loamy,15.5,Bengaluru,125686,high,tomato
loamy,12.5,Pune,69942,medium,wheat
loamy,18.4,Bengaluru,47578,medium,millet
loamy,11.1,Bengaluru,93508,medium,chilli
sandy,5.6,Delhi,28698,low,millet
red,12.2,Bengaluru,186701,medium,chilli
sandy,3.9,Pune,29593,medium,maize
